5.500000000000000000e+00,-2.501325939655303955e+03
5.506024096385542244e+00,-2.501325939655303955e+03
5.512048192771084487e+00,-2.501325939655303955e+03
5.518072289156626731e+00,-2.501325939655303955e+03
5.524096385542168974e+00,-2.337534569004084915e+03
5.530120481927711218e+00,-2.227157394500449300e+03
5.536144578313253461e+00,-2.182647487671114504e+03
5.542168674698794817e+00,-2.098214813913218677e+03
5.548192771084337060e+00,-1.959794362925924361e+03
5.554216867469879304e+00,-1.848772074796259403e+03
5.560240963855421548e+00,-1.757977479992434382e+03
5.566265060240963791e+00,-1.582987032626755536e+03
5.572289156626506035e+00,-1.460879968213848770e+03
5.578313253012048278e+00,-1.426886737910564989e+03
5.584337349397590522e+00,-1.365742736161220819e+03
5.590361445783132766e+00,-1.153941183778457344e+03
5.596385542168675009e+00,-1.085901307408697903e+03
5.602409638554217253e+00,-1.066508078076411039e+03
5.608433734939758608e+00,-9.523400443964637816e+02
5.614457831325300852e+00,-8.020658543268218637e+02
5.620481927710843095e+00,-7.492914640568196774e+02
5.626506024096385339e+00,-6.311501910313963890e+02
5.632530120481927582e+00,-6.252174651427194476e+02
5.638554216867469826e+00,-6.220495521952398121e+02
5.644578313253012070e+00,-5.331497532371431589e+02
5.650602409638554313e+00,-4.522530769584700465e+02
5.656626506024096557e+00,-4.076240352317690849e+02
5.662650602409638800e+00,-3.343652373277582228e+02
5.668674698795181044e+00,-1.907333123716525733e+02
5.674698795180723288e+00,-8.899686661735177040e+01
5.680722891566264643e+00,9.578059918712824583e+00
5.686746987951806886e+00,3.042790383379906416e+01
5.692771084337349130e+00,4.140885360306128860e+01
5.698795180722891374e+00,1.325547889266163111e+02
5.704819277108433617e+00,1.652854568744078279e+02
5.710843373493975861e+00,1.717805351498536766e+02
5.716867469879518104e+00,2.170382500644773245e+02
5.722891566265060348e+00,3.423566312552429736e+02
5.728915662650602592e+00,3.844360814713872969e+02
5.734939759036144835e+00,4.165308239972218871e+02
5.740963855421687079e+00,4.378846628665924072e+02
5.746987951807229322e+00,4.992457522340118885e+02
